Port,Protocol,Count
56794,GRE,1
3773,GRE,1
1684,ICMP,1
53111,ICMP,1
12803,AH,1
585,OSPF,7
452,OSPF,9
59198,AH,1
48653,TCP,1
55333,GRE,1
63779,AH,1
56742,ICMPv6,1
21872,OSPF,1
43619,UDP,1
5,GRE,13
45935,ICMP,1
52919,ICMPv6,1
1018,AH,7
151,AH,10
284,AH,9
50707,TCP,1
6677,TCP,1
584,OSPF,7
451,OSPF,15
49321,GRE,1
54153,ESP,1
27638,GRE,1
20242,AH,1
56252,IPv6,1
56092,TCP,1
51947,ICMP,1
60277,GRE,1
6,GRE,10
48591,ICMPv6,1
23050,ICMPv6,1
54202,OSPF,1
152,AH,10
63629,ESP,1
285,AH,14
330,ICMPv6,6
54166,AH,1
463,ICMPv6,11
596,ICMPv6,16
321,OSPF,16
454,OSPF,7
587,OSPF,3
50022,IPv6,1
55533,OSPF,1
60472,OSPF,1
41006,ICMP,1
7,GRE,7
65059,ESP,1
39741,GRE,1
50562,GRE,1
17038,OSPF,1
45513,ESP,1
153,AH,8
54336,OSPF,1
286,AH,7
56864,OSPF,1
462,ICMPv6,12
595,ICMPv6,7
4694,IPv6,1
453,OSPF,12
586,OSPF,15
22810,OSPF,1
320,OSPF,6
53277,ICMPv6,1
14200,GRE,1
287,AH,12
8,GRE,6
56872,ICMPv6,1
16585,IPv6,1
154,AH,9
51405,AH,1
594,ICMPv6,8
461,ICMPv6,5
1008,ESP,10
323,OSPF,11
589,OSPF,9
456,OSPF,9
155,AH,7
18234,OSPF,1
288,AH,12
30123,OSPF,1
9,GRE,11
60141,GRE,1
380,GRE,19
460,ICMPv6,12
593,ICMPv6,13
34058,ICMP,1
1009,ESP,12
44957,TCP,1
8885,ICMPv6,1
16282,UDP,1
322,OSPF,7
588,OSPF,16
455,OSPF,10
18900,AH,1
57098,OSPF,1
24383,ICMPv6,1
156,AH,7
289,AH,8
45755,GRE,1
47071,ESP,1
80,TCP,9
65308,TCP,1
51651,ESP,1
334,ICMPv6,9
1006,ESP,9
381,GRE,9
201,ICMPv6,8
467,ICMPv6,7
325,OSPF,17
458,OSPF,15
12457,UDP,1
157,AH,3
16898,AH,1
53582,UDP,1
70,UDP,7
81,TCP,9
49223,AH,1
16803,OSPF,1
200,ICMPv6,13
7195,IPv6,1
466,ICMPv6,10
333,ICMPv6,9
599,ICMPv6,10
1007,ESP,10
382,GRE,4
457,OSPF,14
324,OSPF,10
52262,TCP,1
5898,IPv6,1
11857,ESP,1
158,AH,5
82,TCP,10
71,UDP,9
18194,AH,1
49580,GRE,1
1003,ESP,15
691,ICMP,11
23181,ICMPv6,1
19562,OSPF,1
62442,AH,1
43305,ICMPv6,1
13398,GRE,1
941,IPv6,15
42336,ICMP,1
53143,ICMPv6,1
332,ICMPv6,10
383,GRE,9
598,ICMPv6,10
465,ICMPv6,7
1137,ESP,1
250,GRE,10
53138,OSPF,1
52687,IPv6,1
327,OSPF,14
42546,UDP,1
50024,IPv6,1
270,ESP,9
50321,ESP,1
159,AH,8
51978,ICMPv6,1
83,TCP,9
72,UDP,8
45754,GRE,1
780,TCP,7
65219,ICMP,2
1004,ESP,11
690,ICMP,6
51185,UDP,1
51356,IPv6,1
940,IPv6,7
52963,GRE,1
42468,ICMP,1
464,ICMPv6,9
331,ICMPv6,15
597,ICMPv6,12
49787,OSPF,1
6353,ICMPv6,1
384,GRE,9
251,GRE,12
1005,ESP,10
326,OSPF,7
46371,UDP,1
48461,ICMPv6,1
459,OSPF,7
51500,GRE,1
58283,IPv6,1
84,TCP,11
73,UDP,8
781,TCP,9
770,UDP,5
64793,ICMPv6,1
60521,AH,1
943,IPv6,15
810,IPv6,5
52334,GRE,1
60654,AH,1
271,ESP,12
385,GRE,12
60824,OSPF,1
54283,UDP,1
63283,AH,1
252,GRE,12
560,ICMP,12
693,ICMP,17
61055,OSPF,1
56470,ICMP,1
338,ICMPv6,7
55837,AH,1
205,ICMPv6,15
51443,ICMP,1
329,OSPF,3
30765,GRE,1
50321,UDP,1
85,TCP,10
74,UDP,8
771,UDP,5
782,TCP,12
942,IPv6,13
272,ESP,13
20808,ESP,1
386,GRE,8
253,GRE,18
120,GRE,13
692,ICMP,8
204,ICMPv6,8
3732,OSPF,1
337,ICMPv6,8
54457,IPv6,1
27687,ICMP,1
55969,AH,1
15292,AH,1
328,OSPF,9
10131,AH,1
86,TCP,6
75,UDP,11
50906,GRE,2
650,TCP,15
772,UDP,4
783,TCP,6
273,ESP,5
140,ESP,8
387,GRE,10
254,GRE,5
812,IPv6,11
121,GRE,9
945,IPv6,8
203,ICMPv6,11
562,ICMP,9
336,ICMPv6,5
695,ICMP,8
469,ICMPv6,8
57495,GRE,1
11596,AH,1
76,UDP,9
87,TCP,12
27893,UDP,1
58648,ICMPv6,1
28215,AH,1
22106,ESP,1
52995,TCP,1
53683,ESP,1
640,UDP,14
54769,AH,1
651,TCP,12
811,IPv6,10
274,ESP,7
141,ESP,10
255,GRE,9
388,GRE,5
3872,ICMPv6,1
122,GRE,10
944,IPv6,4
784,TCP,15
773,UDP,7
561,ICMP,11
51022,ESP,1
694,ICMP,13
468,ICMPv6,11
335,ICMPv6,11
202,ICMPv6,12
35568,AH,1
51575,ICMP,1
49078,GRE,1
53664,GRE,1
88,TCP,11
77,UDP,15
61673,IPv6,1
55485,UDP,1
58595,AH,1
52867,TCP,1
275,ESP,10
62134,ICMPv6,1
142,ESP,9
256,GRE,12
564,ICMP,6
697,ICMP,4
123,GRE,6
947,IPv6,13
814,IPv6,7
53688,ESP,1
774,UDP,7
652,TCP,8
641,UDP,11
785,TCP,5
431,ICMP,4
53536,GRE,1
51524,UDP,1
7696,OSPF,1
55708,AH,1
389,GRE,5
209,ICMPv6,3
78,UDP,12
89,TCP,7
11773,ICMPv6,1
56110,ICMPv6,1
52868,TCP,1
52206,GRE,1
276,ESP,12
58500,OSPF,1
143,ESP,7
124,GRE,5
696,ICMP,5
946,IPv6,7
63588,OSPF,1
813,IPv6,13
52548,ICMPv6,1
642,UDP,11
653,TCP,11
55932,GRE,1
520,TCP,5
12891,GRE,1
775,UDP,8
786,TCP,6
563,ICMP,12
430,ICMP,11
55099,GRE,1
208,ICMPv6,11
39265,AH,1
53746,ICMPv6,1
257,GRE,5
79,UDP,9
32017,ICMPv6,1
64653,OSPF,1
56242,ICMPv6,1
277,ESP,11
144,ESP,10
32376,ICMP,1
433,ICMP,11
300,ICMP,8
566,ICMP,8
699,ICMP,5
55931,GRE,1
521,TCP,13
510,UDP,9
643,UDP,11
787,TCP,17
776,UDP,13
816,IPv6,9
654,TCP,11
949,IPv6,10
207,ICMPv6,12
53975,ICMP,1
25025,ICMP,1
54454,IPv6,1
258,GRE,12
125,GRE,7
53098,TCP,1
45938,IPv6,1
278,ESP,8
145,ESP,10
24038,UDP,1
52337,GRE,1
52417,ICMPv6,1
788,TCP,9
777,UDP,10
815,IPv6,11
50927,ESP,1
45269,ESP,1
432,ICMP,11
565,ICMP,15
698,ICMP,11
655,TCP,10
644,UDP,12
948,IPv6,5
511,UDP,12
522,TCP,5
35744,ICMPv6,1
339,ICMPv6,8
206,ICMPv6,13
259,GRE,7
126,GRE,13
53748,ICMPv6,1
60529,AH,1
46311,GRE,1
146,ESP,9
51168,AH,1
12060,TCP,1
656,TCP,7
645,UDP,8
789,TCP,6
778,UDP,5
435,ICMP,2
302,ICMP,8
818,IPv6,12
523,TCP,7
512,UDP,7
279,ESP,13
60622,GRE,1
568,ICMP,6
127,GRE,13
35551,ESP,1
36150,UDP,1
7622,TCP,1
55042,ICMPv6,1
51034,AH,1
39303,OSPF,1
1284,ESP,1
1650,UDP,1
301,ICMP,11
646,UDP,11
657,TCP,5
524,TCP,13
513,UDP,3
779,UDP,6
61951,GRE,1
567,ICMP,15
434,ICMP,11
1000,GRE,8
817,IPv6,7
147,ESP,8
128,GRE,7
13260,TCP,1
514,UDP,8
525,TCP,12
647,UDP,12
658,TCP,6
148,ESP,11
11205,AH,1
12847,ICMPv6,1
129,GRE,8
53745,ICMPv6,1
437,ICMP,9
304,ICMP,8
5218,UDP,1
64706,UDP,1
44312,TCP,1
51348,ICMPv6,1
13172,ICMP,1
648,UDP,10
303,ICMP,11
659,TCP,10
515,UDP,16
526,TCP,6
819,IPv6,8
149,ESP,11
44265,ICMPv6,1
22562,ICMPv6,1
436,ICMP,8
569,ICMP,12
43811,GRE,1
51210,ICMPv6,1
11505,OSPF,1
527,TCP,10
516,UDP,12
51660,TCP,1
37142,ICMP,1
53872,ICMPv6,1
63581,OSPF,1
9219,IPv6,1
1205,OSPF,1
7116,ESP,1
649,UDP,18
439,ICMP,13
306,ICMP,12
29647,GRE,1
41415,GRE,1
50375,ICMP,1
54767,AH,1
28834,UDP,1
41549,GRE,1
61194,ICMPv6,1
5009,ICMP,1
61052,OSPF,1
305,ICMP,13
517,UDP,10
528,TCP,6
29820,ICMP,1
438,ICMP,12
51212,ICMPv6,1
61987,AH,1
308,ICMP,8
529,TCP,10
518,UDP,12
38684,UDP,1
31191,OSPF,1
1167,AH,1
11509,OSPF,1
11585,ESP,1
307,ICMP,9
519,UDP,8
61853,AH,1
19774,IPv6,1
60636,ESP,2
5130,ICMP,1
14615,IPv6,1
11447,ESP,1
45012,AH,1
29981,OSPF,1
1013,ESP,7
591,OSPF,6
42874,GRE,1
39664,ICMP,1
62047,GRE,1
7484,GRE,1
38541,UDP,1
37943,ESP,1
290,AH,9
1014,ESP,8
590,OSPF,3
13389,TCP,1
309,ICMP,8
5648,IPv6,1
291,AH,14
51174,AH,1
1011,ESP,15
460,OSPF,14
593,OSPF,12
55829,ESP,1
15695,ICMP,1
9658,AH,1
9525,AH,1
18939,ICMPv6,1
50287,ICMPv6,1
50154,ICMPv6,1
55229,UDP,1
11821,TCP,1
62903,ESP,1
21226,OSPF,1
63002,ESP,1
59904,TCP,1
63778,TCP,1
1012,ESP,9
47865,ICMPv6,1
63422,ICMP,1
292,AH,8
1300,ICMP,1
592,OSPF,7
15563,ICMP,1
42744,GRE,1
49157,OSPF,1
41269,IPv6,1
62177,GRE,1
65367,IPv6,1
65530,ESP,1
25672,IPv6,1
63269,ESP,1
37359,TCP,1
160,AH,11
293,AH,8
471,ICMPv6,12
34733,TCP,1
9211,IPv6,1
595,OSPF,12
40101,ESP,1
462,OSPF,12
7568,ICMPv6,1
5268,ICMP,1
38336,ICMP,1
33523,UDP,1
65532,ESP,1
63636,UDP,1
21233,ICMPv6,1
57107,GRE,1
161,AH,7
294,AH,17
470,ICMPv6,9
1010,ESP,14
64468,ESP,1
461,OSPF,8
15384,GRE,1
39613,UDP,1
594,OSPF,10
21021,GRE,1
64978,TCP,1
57546,ICMP,1
61362,UDP,1
34509,ICMP,1
56218,ICMP,1
27582,OSPF,1
50946,AH,1
162,AH,9
295,AH,10
53571,AH,1
36618,ESP,1
6334,ICMP,1
464,OSPF,11
39244,ESP,1
597,OSPF,9
331,OSPF,6
39610,UDP,1
57637,TCP,1
2471,ESP,1
2454,GRE,1
65401,ESP,1
163,AH,12
63559,ICMP,1
60173,TCP,1
32334,TCP,1
296,AH,6
34985,UDP,1
40996,UDP,1
62040,GRE,1
330,OSPF,3
61716,AH,1
596,OSPF,8
463,OSPF,8
59656,ESP,1
15467,ICMPv6,2
60201,IPv6,1
164,AH,11
23013,IPv6,1
297,AH,15
32200,TCP,1
56212,ICMP,1
63315,OSPF,1
475,ICMPv6,4
44072,AH,1
48939,ICMPv6,1
342,ICMPv6,12
200,OSPF,12
333,OSPF,6
63457,ICMPv6,1
599,OSPF,14
466,OSPF,8
54607,GRE,1
55356,UDP,1
62307,UDP,1
298,AH,4
55100,TCP,1
59631,GRE,1
390,GRE,10
165,AH,16
341,ICMPv6,7
474,ICMPv6,8
332,OSPF,14
63095,IPv6,1
465,OSPF,5
598,OSPF,11
55147,ICMP,1
57542,ICMP,1
166,AH,8
8585,AH,1
299,AH,6
90,TCP,8
391,GRE,10
34530,OSPF,1
8884,OSPF,1
17600,ICMPv6,1
49262,ICMP,1
62600,IPv6,1
63318,OSPF,1
58821,UDP,1
473,ICMPv6,10
340,ICMPv6,8
32880,IPv6,1
54917,ICMP,1
54023,UDP,1
2669,ICMPv6,1
468,OSPF,8
202,OSPF,11
335,OSPF,5
167,AH,8
62256,ICMPv6,1
55486,UDP,1
91,TCP,11
56213,ICMP,1
80,UDP,10
60204,IPv6,1
24092,ICMP,1
472,ICMPv6,10
201,OSPF,4
55801,GRE,1
392,GRE,4
53845,ICMP,1
3868,ICMPv6,1
334,OSPF,7
467,OSPF,8
57882,UDP,1
168,AH,14
19262,ICMP,1
38492,OSPF,1
92,TCP,8
81,UDP,7
56341,ICMP,1
55809,GRE,1
951,IPv6,8
64881,ICMP,1
479,ICMPv6,9
34595,GRE,1
346,ICMPv6,13
393,GRE,7
1018,ESP,16
260,GRE,7
213,ICMPv6,13
62436,UDP,1
204,OSPF,15
337,OSPF,5
6973,IPv6,1
280,ESP,7
59893,GRE,1
169,AH,14
29860,ICMPv6,1
950,IPv6,12
58775,ICMPv6,1
82,UDP,8
93,TCP,11
34540,ICMPv6,1
5470,UDP,1
22226,GRE,1
64593,ESP,1
790,TCP,10
40472,GRE,1
394,GRE,11
345,ICMPv6,7
1019,ESP,8
261,GRE,11
212,ICMPv6,5
478,ICMPv6,7
336,OSPF,13
469,OSPF,7
61404,IPv6,1
203,OSPF,5
6972,IPv6,1
281,ESP,9
27384,GRE,1
57895,TCP,1
94,TCP,6
83,UDP,3
48901,ICMP,1
60049,TCP,1
791,TCP,6
780,UDP,9
22799,ICMP,1
1015,ESP,16
2636,ICMP,1
570,ICMP,14
953,IPv6,9
820,IPv6,10
61836,ESP,1
211,ICMPv6,7
477,ICMPv6,13
1016,ESP,12
262,GRE,15
344,ICMPv6,5
395,GRE,4
59974,ICMPv6,2
61022,ICMP,1
61103,UDP,1
57008,AH,1
206,OSPF,6
339,OSPF,8
29854,OSPF,1
84,UDP,9
95,TCP,13
53717,ICMP,1
22114,ESP,1
792,TCP,11
781,UDP,8
62576,TCP,1
61817,GRE,1
282,ESP,8
952,IPv6,13
210,ICMPv6,14
343,ICMPv6,9
396,GRE,6
263,GRE,6
1017,ESP,11
476,ICMPv6,11
130,GRE,8
46616,ICMP,1
3911,UDP,1
205,OSPF,7
61368,UDP,1
21204,ICMP,1
338,OSPF,8
6171,ESP,1
18608,ESP,1
85,UDP,16
96,TCP,14
52851,TCP,1
660,TCP,7
50233,ICMP,1
782,UDP,9
793,TCP,8
49478,UDP,1
822,IPv6,5
3573,AH,1
283,ESP,12
57073,IPv6,1
150,ESP,14
955,IPv6,10
264,GRE,7
397,GRE,15
57425,OSPF,1
131,GRE,13
572,ICMP,9
39441,OSPF,1
12953,OSPF,1
217,ICMPv6,7
54444,IPv6,1
208,OSPF,7
51389,GRE,1
31918,OSPF,1
86,UDP,10
97,TCP,10
15584,OSPF,1
783,UDP,8
794,TCP,8
650,UDP,5
661,TCP,11
821,IPv6,14
954,IPv6,8
60774,AH,1
284,ESP,9
151,ESP,9
398,GRE,6
56973,IPv6,1
265,GRE,7
54807,ICMPv6,1
132,GRE,9
571,ICMP,19
26576,UDP,1
349,ICMPv6,6
216,ICMPv6,6
57433,ICMPv6,1
207,OSPF,7
58140,IPv6,1
98,TCP,13
87,UDP,12
5175,OSPF,1
662,TCP,14
651,UDP,8
285,ESP,13
152,ESP,11
56152,GRE,1
957,IPv6,7
399,GRE,10
266,GRE,9
824,IPv6,9
133,GRE,5
43991,AH,1
784,UDP,14
795,TCP,6
215,ICMPv6,13
441,ICMP,11
574,ICMP,8
348,ICMPv6,10
57258,AH,1
57483,GRE,1
88,UDP,12
99,TCP,11
530,TCP,4
286,ESP,8
153,ESP,15
32026,ICMPv6,1
267,GRE,9
134,GRE,8
956,IPv6,13
823,IPv6,12
11273,IPv6,1
440,ICMP,10
214,ICMPv6,7
652,UDP,7
663,TCP,13
796,TCP,8
785,UDP,6
573,ICMP,12
347,ICMPv6,9
54314,IPv6,1
50748,IPv6,1
209,OSPF,10
46479,ESP,1
89,UDP,11
287,ESP,5
154,ESP,8
826,IPv6,14
135,GRE,22
443,ICMP,17
576,ICMP,9
664,TCP,12
653,UDP,10
531,TCP,12
520,UDP,7
28981,TCP,1
959,IPv6,8
786,UDP,9
797,TCP,16
310,ICMP,7
55088,GRE,1
268,GRE,11
49340,UDP,1
52479,ESP,1
55772,IPv6,1
51338,ICMPv6,1
5043,OSPF,1
53115,IPv6,1
288,ESP,8
155,ESP,6
52327,GRE,1
575,ICMP,12
958,IPv6,16
825,IPv6,14
532,TCP,14
521,UDP,4
57253,AH,1
44106,ICMP,1
30716,OSPF,1
442,ICMP,5
798,TCP,8
665,TCP,11
787,UDP,15
654,UDP,13
29559,AH,1
53964,ICMP,1
16705,UDP,1
63585,ICMPv6,1
269,GRE,15
136,GRE,7
63276,AH,1
52975,UDP,1
15429,ICMP,1
58585,AH,1
289,ESP,6
19639,IPv6,1
156,ESP,6
64342,AH,1
799,TCP,10
788,UDP,10
312,ICMP,12
55159,OSPF,1
57556,OSPF,1
445,ICMP,10
578,ICMP,11
828,IPv6,14
666,TCP,5
655,UDP,6
522,UDP,6
400,TCP,6
533,TCP,6
219,ICMPv6,10
44236,ICMP,1
137,GRE,17
52843,UDP,1
157,ESP,12
444,ICMP,13
656,UDP,6
311,ICMP,11
667,TCP,13
789,UDP,9
577,ICMP,10
60200,IPv6,1
401,TCP,8
35889,ICMPv6,1
523,UDP,9
534,TCP,10
26312,UDP,1
56362,ICMPv6,1
827,IPv6,7
218,ICMPv6,10
51567,ICMP,1
53656,GRE,1
138,GRE,6
46323,GRE,1
65069,TCP,2
11639,ICMPv6,1
41316,ESP,1
657,UDP,9
668,TCP,11
524,UDP,7
535,TCP,10
314,ICMP,11
60161,UDP,1
402,TCP,7
1011,GRE,11
59706,ICMPv6,1
56361,ICMPv6,1
158,ESP,13
9227,IPv6,1
35563,ESP,1
56494,ICMPv6,1
40749,UDP,1
139,GRE,9
447,ICMP,5
56050,AH,1
37799,IPv6,1
64309,GRE,1
21365,OSPF,1
525,UDP,14
536,TCP,13
1012,GRE,9
446,ICMP,11
403,TCP,9
6426,UDP,1
313,ICMP,11
669,TCP,7
658,UDP,3
4645,AH,1
30544,AH,1
829,IPv6,11
159,ESP,9
579,ICMP,12
53721,OSPF,1
51459,OSPF,1
60648,AH,1
8877,ICMP,1
659,UDP,13
537,TCP,16
526,UDP,11
62170,GRE,1
404,TCP,9
4777,AH,1
35628,ICMPv6,1
44498,ICMP,1
316,ICMP,10
449,ICMP,12
35138,IPv6,1
41319,ESP,1
52654,OSPF,1
405,TCP,6
50139,ICMPv6,1
538,TCP,11
527,UDP,9
13972,ESP,1
1010,GRE,5
27129,GRE,1
448,ICMP,9
315,ICMP,12
58818,TCP,1
39894,UDP,1
406,TCP,10
51810,IPv6,1
2062,IPv6,1
20045,ICMPv6,1
9949,ICMP,1
44929,AH,1
1217,OSPF,1
528,UDP,10
539,TCP,14
318,ICMP,8
9658,ESP,1
41956,TCP,1
43166,ICMP,1
11628,OSPF,1
31072,OSPF,1
529,UDP,7
407,TCP,8
317,ICMP,13
38483,ICMP,1
50189,GRE,1
15585,OSPF,1
43377,UDP,1
34229,ESP,1
29413,ESP,1
42778,ESP,1
408,TCP,7
12092,ICMP,1
53857,OSPF,1
52358,AH,1
50055,GRE,1
3441,AH,1
25192,OSPF,1
18080,OSPF,1
46470,ESP,1
50268,ICMPv6,1
319,ICMP,14
61042,OSPF,1
409,TCP,12
29547,ESP,1
17718,OSPF,1
49951,AH,1
62477,ICMP,1
11549,GRE,1
49275,OSPF,1
470,OSPF,9
39410,ICMP,1
39926,IPv6,1
13232,UDP,1
64740,ICMP,1
59058,TCP,1
64565,GRE,1
23635,OSPF,1
1007,GRE,14
56419,UDP,1
19590,UDP,1
45156,AH,1
47555,AH,1
4601,GRE,1
17772,GRE,1
47780,GRE,1
55818,ESP,1
7250,ESP,1
49276,OSPF,1
46357,AH,1
63924,IPv6,1
1008,GRE,8
60888,ESP,1
33039,ESP,1
20523,IPv6,1
27470,ICMPv6,1
62479,ICMP,1
14565,UDP,1
51461,OSPF,1
41998,ICMP,1
1023,ESP,15
170,AH,6
472,OSPF,3
64875,ICMP,1
37527,IPv6,1
6186,ESP,1
50275,ICMPv6,1
26881,IPv6,1
65221,IPv6,1
1005,GRE,7
7367,GRE,1
1024,ESP,8
171,AH,15
51473,ICMPv6,1
471,OSPF,13
55816,ESP,1
37102,TCP,2
1657,UDP,1
40667,ICMP,1
10788,ICMP,1
1006,GRE,11
50882,IPv6,1
28230,AH,1
2863,TCP,1
7926,IPv6,1
172,AH,16
3551,ESP,1
58311,ESP,1
49288,ICMPv6,1
350,ICMPv6,16
1021,ESP,8
483,ICMPv6,13
1003,GRE,9
34745,TCP,1
341,OSPF,8
474,OSPF,7
37809,GRE,1
1269,GRE,1
57918,IPv6,1
37826,ESP,1
45588,OSPF,1
58868,ICMP,1
59889,GRE,1
173,AH,11
1022,ESP,11
482,ICMPv6,9
340,OSPF,10
1004,GRE,12
34999,UDP,1
473,OSPF,19
38039,GRE,1
40877,UDP,1
15391,ESP,1
7924,IPv6,1
32336,UDP,1
17679,AH,1
174,AH,5
51033,AH,1
481,ICMPv6,12
54891,AH,1
1001,GRE,9
22439,OSPF,1
343,OSPF,5
26190,GRE,1
62162,GRE,1
476,OSPF,14
210,OSPF,8
64967,TCP,1
65067,TCP,1
59347,IPv6,1
40225,GRE,1
9713,ICMPv6,1
20487,UDP,1
61481,UDP,1
50881,IPv6,1
51464,OSPF,1
51298,AH,1
1020,ESP,7
480,ICMPv6,4
51032,AH,1
175,AH,9
53693,AH,1
1002,GRE,10
24402,AH,1
475,OSPF,12
15770,TCP,1
342,OSPF,9
57615,UDP,1
42965,ICMPv6,1
64957,UDP,1
20488,UDP,1
58863,ICMP,1
49381,ICMP,1
176,AH,13
221,ICMPv6,14
57309,ICMPv6,1
354,ICMPv6,8
212,OSPF,9
63445,ICMPv6,1
487,ICMPv6,9
345,OSPF,9
478,OSPF,8
55477,UDP,1
48566,IPv6,1
62239,OSPF,1
177,AH,7
28183,IPv6,1
49632,IPv6,1
62113,ICMPv6,1
42654,AH,1
4609,GRE,1
64281,IPv6,1
90,UDP,11
15503,UDP,1
58731,ICMP,1
50918,ESP,1
486,ICMPv6,10
353,ICMPv6,10
220,ICMPv6,16
344,OSPF,9
211,OSPF,10
477,OSPF,13
61521,IPv6,1
7568,OSPF,1
178,AH,12
91,UDP,10
270,GRE,9
961,IPv6,10
56335,ICMP,1
62112,ICMPv6,1
49157,ICMPv6,1
56718,IPv6,1
29384,IPv6,1
352,ICMPv6,11
35571,AH,1
485,ICMPv6,9
54905,ICMP,1
58423,GRE,1
347,OSPF,12
16655,ICMPv6,1
214,OSPF,14
16837,UDP,1
63269,AH,1
3928,UDP,1
61522,IPv6,1
51437,ICMP,1
25685,IPv6,1
57378,ESP,1
290,ESP,9
179,AH,5
960,IPv6,9
19819,AH,1
92,UDP,8
27299,AH,1
484,ICMPv6,7
351,ICMPv6,12
61827,ESP,1
28543,ICMPv6,1
64560,GRE,1
271,GRE,7
479,OSPF,13
346,OSPF,9
42823,OSPF,1
213,OSPF,7
33030,ESP,1
6982,IPv6,1
31142,TCP,1
291,ESP,17
57660,ICMP,1
2738,TCP,1
60628,ESP,1
49215,TCP,1
580,ICMP,10
93,UDP,7
963,IPv6,22
790,UDP,9
830,IPv6,10
57438,ICMPv6,1
225,ICMPv6,9
32077,GRE,1
31712,GRE,1
358,ICMPv6,14
272,GRE,4
62424,UDP,1
21569,TCP,1
216,OSPF,9
56040,ESP,2
25834,GRE,1
349,OSPF,7
292,ESP,12
25265,TCP,1
94,UDP,5
791,UDP,11
30724,ICMPv6,1
56155,GRE,1
63364,GRE,1
962,IPv6,12
60327,IPv6,1
273,GRE,10
140,GRE,8
357,ICMPv6,10
224,ICMPv6,7
348,OSPF,12
215,OSPF,10
9834,OSPF,1
50394,OSPF,1
160,ESP,7
27396,GRE,1
95,UDP,8
53706,ICMP,1
42784,AH,1
31926,ICMPv6,1
792,UDP,8
670,TCP,14
43182,OSPF,1
54317,IPv6,1
832,IPv6,8
965,IPv6,6
293,ESP,6
6163,GRE,1
356,ICMPv6,8
274,GRE,11
582,ICMP,11
56674,UDP,1
56685,TCP,1
141,GRE,14
223,ICMPv6,9
23610,ICMP,1
489,ICMPv6,14
1009,GRE,10
24359,IPv6,1
218,OSPF,11
57436,ICMPv6,1
3089,UDP,1
27342,ICMPv6,1
96,UDP,12
660,UDP,12
671,TCP,8
793,UDP,7
54318,IPv6,1
581,ICMP,11
63100,GRE,1
964,IPv6,8
831,IPv6,11
294,ESP,10
161,ESP,13
222,ICMPv6,9
275,GRE,20
488,ICMPv6,10
142,GRE,9
56043,ESP,1
355,ICMPv6,5
30103,IPv6,1
23956,UDP,1
55489,TCP,1
1316,ICMP,1
217,OSPF,5
26109,ICMPv6,1
52595,ESP,1
52751,ICMP,1
97,UDP,9
55091,ESP,1
53366,IPv6,1
661,UDP,6
794,UDP,8
672,TCP,6
701,IPv6,8
295,ESP,8
162,ESP,10
276,GRE,17
834,IPv6,9
967,IPv6,5
143,GRE,10
451,ICMP,10
584,ICMP,5
229,ICMPv6,19
61040,ICMPv6,1
61961,AH,1
12856,OSPF,1
98,UDP,14
25343,UDP,1
52463,ESP,1
58443,AH,1
64894,OSPF,1
15487,OSPF,1
673,TCP,12
662,UDP,11
540,TCP,8
296,ESP,11
833,IPv6,6
700,IPv6,9
163,ESP,9
49441,UDP,1
277,GRE,12
56790,UDP,1
57192,IPv6,1
966,IPv6,13
144,GRE,9
51761,UDP,1
795,UDP,5
450,ICMP,10
583,ICMP,7
30081,ICMP,1
56291,ESP,1
46825,TCP,1
228,ICMPv6,10
219,OSPF,11
99,UDP,11
62191,AH,1
45536,ICMP,1
1369,ICMPv6,1
530,UDP,13
47099,ICMP,1
541,TCP,1
297,ESP,11
56355,ICMPv6,1
164,ESP,7
12240,IPv6,1
278,GRE,15
586,ICMP,12
836,IPv6,9
969,IPv6,6
145,GRE,7
703,IPv6,10
2251,AH,1
26200,ICMP,1
674,TCP,10
663,UDP,10
796,UDP,15
55023,ICMPv6,1
453,ICMP,10
320,ICMP,7
227,ICMPv6,16
37940,AH,1
19190,ICMPv6,1
50565,UDP,1
298,ESP,11
165,ESP,11
50047,GRE,1
34784,ICMPv6,1
146,GRE,6
968,IPv6,9
835,IPv6,14
702,IPv6,9
3896,ICMPv6,1
28862,ICMP,1
26682,TCP,1
675,TCP,9
664,UDP,8
542,TCP,9
531,UDP,14
226,ICMPv6,11
797,UDP,9
585,ICMP,4
452,ICMP,9
56160,ESP,1
359,ICMPv6,7
53415,AH,1
54435,IPv6,1
279,GRE,15
57472,GRE,1
22218,ESP,1
64897,OSPF,1
62234,OSPF,1
1487,OSPF,1
299,ESP,9
166,ESP,10
5198,ICMPv6,1
705,IPv6,11
455,ICMP,11
63080,IPv6,1
322,ICMP,11
588,ICMP,11
532,UDP,12
543,TCP,11
30511,AH,1
51644,TCP,1
410,TCP,11
665,UDP,12
838,IPv6,8
676,TCP,8
798,UDP,7
51689,ICMP,1
44412,UDP,1
42159,TCP,1
147,GRE,13
27875,UDP,1
11531,ICMPv6,1
39541,OSPF,1
167,ESP,13
837,IPv6,9
799,UDP,10
704,IPv6,13
454,ICMP,8
587,ICMP,10
666,UDP,12
321,ICMP,6
677,TCP,13
11170,IPv6,1
400,UDP,14
533,UDP,11
544,TCP,13
411,TCP,5
51424,ICMP,1
148,GRE,12
35413,AH,1
11794,ICMPv6,1
58627,ICMPv6,1
53368,IPv6,1
168,ESP,8
10026,AH,1
667,UDP,11
678,TCP,7
