Port,Protocol,Count
14742,TCP,1
56613,OSPF,1
142,AH,3
275,AH,10
60683,TCP,1
582,ICMPv6,12
54176,AH,1
53026,ICMPv6,1
15930,UDP,1
10239,IPv6,1
311,OSPF,11
577,OSPF,12
444,OSPF,17
35465,TCP,1
37187,IPv6,1
44813,TCP,1
276,AH,11
5800,AH,1
11731,ESP,1
57776,AH,1
65227,ICMP,1
581,ICMPv6,10
143,AH,7
31442,OSPF,1
57810,OSPF,1
310,OSPF,12
46944,GRE,1
443,OSPF,12
55420,ICMPv6,1
576,OSPF,12
144,AH,15
277,AH,15
56740,OSPF,1
50332,ESP,1
46533,IPv6,1
38308,AH,1
54274,GRE,1
17047,OSPF,1
52921,ICMPv6,1
50754,ICMP,1
455,ICMPv6,8
36311,ICMP,1
322,ICMPv6,12
588,ICMPv6,9
446,OSPF,5
37864,TCP,1
579,OSPF,10
313,OSPF,9
11436,IPv6,1
145,AH,13
14870,TCP,1
278,AH,9
52184,ICMP,1
46532,IPv6,1
16777,AH,1
55246,AH,1
7232,AH,1
321,ICMPv6,10
37486,ESP,1
51104,IPv6,1
61686,OSPF,1
454,ICMPv6,13
587,ICMPv6,11
4720,ESP,1
370,GRE,6
53382,ICMP,1
48390,ESP,1
312,OSPF,7
578,OSPF,11
445,OSPF,12
52434,IPv6,1
15090,UDP,1
390,ESP,6
146,AH,9
279,AH,7
14117,AH,1
70,TCP,7
49476,AH,1
453,ICMPv6,7
320,ICMPv6,11
14424,ICMPv6,1
586,ICMPv6,10
55681,ICMPv6,1
371,GRE,6
315,OSPF,7
63782,AH,1
448,OSPF,4
39455,IPv6,1
391,ESP,12
50200,ESP,1
60362,ICMPv6,1
51724,ICMPv6,1
147,AH,17
37775,ICMP,1
890,UDP,5
71,TCP,11
60,UDP,9
13297,ESP,1
39750,ESP,1
585,ICMPv6,10
452,ICMPv6,16
372,GRE,11
42017,GRE,1
314,OSPF,10
447,OSPF,7
38534,GRE,1
61122,AH,1
148,AH,11
72,TCP,8
61,UDP,10
48578,OSPF,1
60415,TCP,1
21254,IPv6,1
891,UDP,9
27795,AH,1
931,IPv6,6
392,ESP,9
63615,GRE,1
25567,OSPF,1
681,ICMP,15
64964,ESP,1
39167,UDP,1
240,GRE,7
373,GRE,11
459,ICMPv6,9
326,ICMPv6,8
48392,GRE,1
317,OSPF,7
1020,AH,12
73,TCP,13
62,UDP,9
56708,ICMP,1
149,AH,6
45180,UDP,1
29394,OSPF,1
770,TCP,11
43750,UDP,1
892,UDP,9
50767,OSPF,1
680,ICMP,10
35807,ESP,1
8817,TCP,1
260,ESP,8
930,IPv6,7
393,ESP,7
374,GRE,8
40754,ESP,1
241,GRE,9
325,ICMPv6,10
21609,OSPF,1
458,ICMPv6,7
45707,OSPF,1
316,OSPF,10
449,OSPF,10
59336,ICMP,1
63,UDP,6
74,TCP,15
771,TCP,13
760,UDP,11
893,UDP,8
394,ESP,15
800,IPv6,8
11728,ESP,1
23480,UDP,1
261,ESP,8
61216,GRE,1
50510,ICMPv6,1
933,IPv6,15
28066,OSPF,1
22803,OSPF,1
242,GRE,11
375,GRE,10
64833,ESP,1
550,ICMP,5
457,ICMPv6,11
683,ICMP,12
64366,UDP,1
324,ICMPv6,10
18166,GRE,1
319,OSPF,9
63036,UDP,1
75,TCP,8
64,UDP,12
761,UDP,8
772,TCP,8
395,ESP,13
262,ESP,14
932,IPv6,8
51662,AH,1
376,GRE,10
55661,OSPF,1
50511,ICMPv6,1
243,GRE,6
110,GRE,14
894,UDP,12
323,ICMPv6,4
46390,TCP,1
48297,AH,1
64101,UDP,1
682,ICMP,11
589,ICMPv6,7
456,ICMPv6,14
61610,TCP,1
318,OSPF,11
65,UDP,6
76,TCP,5
41140,ICMP,1
640,TCP,6
396,ESP,9
58946,ESP,1
263,ESP,12
130,ESP,6
62096,UDP,1
685,ICMP,14
935,IPv6,7
244,GRE,12
377,GRE,7
802,IPv6,12
111,GRE,11
773,TCP,12
762,UDP,12
895,UDP,10
552,ICMP,11
20510,ICMP,1
52731,AH,1
77,TCP,9
66,UDP,6
65225,ICMP,1
56837,ICMP,1
32339,ESP,1
264,ESP,8
397,ESP,8
15534,GRE,1
131,ESP,16
63926,ICMP,1
21086,UDP,1
245,GRE,11
112,GRE,13
801,IPv6,10
934,IPv6,19
630,UDP,10
641,TCP,14
774,TCP,13
763,UDP,13
551,ICMP,10
896,UDP,11
64114,TCP,1
684,ICMP,10
329,ICMPv6,8
378,GRE,7
57148,UDP,2
62728,ICMP,1
59557,TCP,1
78,TCP,11
67,UDP,3
15404,GRE,1
398,ESP,4
65129,ICMPv6,1
23786,IPv6,1
265,ESP,13
132,ESP,10
804,IPv6,10
113,GRE,8
49654,ICMPv6,1
554,ICMP,10
421,ICMP,4
687,ICMP,8
631,UDP,15
642,TCP,17
58170,ICMPv6,1
764,UDP,11
775,TCP,4
937,IPv6,8
53263,OSPF,1
897,UDP,8
328,ICMPv6,11
51967,OSPF,1
379,GRE,11
246,GRE,7
60278,GRE,1
32522,OSPF,1
68,UDP,7
79,TCP,11
49032,IPv6,1
266,ESP,8
399,ESP,8
49881,ICMP,1
133,ESP,5
60674,TCP,1
553,ICMP,4
898,UDP,10
42113,ICMPv6,1
15555,ESP,1
686,ICMP,5
936,IPv6,17
803,IPv6,9
58215,UDP,1
510,TCP,10
420,ICMP,10
643,TCP,9
765,UDP,11
776,TCP,5
632,UDP,12
31427,ICMP,1
327,ICMPv6,17
14735,TCP,1
69,UDP,2
247,GRE,11
114,GRE,15
267,ESP,13
134,ESP,6
22911,ICMP,1
65114,OSPF,1
43568,OSPF,1
62132,IPv6,1
777,TCP,6
766,UDP,9
899,UDP,7
423,ICMP,8
556,ICMP,19
939,IPv6,10
806,IPv6,13
633,UDP,9
644,TCP,11
9174,TCP,1
26206,AH,1
500,UDP,10
511,TCP,6
59684,TCP,1
689,ICMP,11
248,GRE,5
115,GRE,12
56527,GRE,1
8097,UDP,1
58922,GRE,1
135,ESP,18
34142,TCP,1
26430,GRE,1
54524,TCP,1
1771,UDP,1
422,ICMP,12
56079,UDP,1
767,UDP,9
778,TCP,10
56117,IPv6,1
634,UDP,10
645,TCP,6
555,ICMP,9
31637,UDP,1
688,ICMP,9
501,UDP,11
512,TCP,3
805,IPv6,12
268,ESP,13
938,IPv6,10
249,GRE,15
116,GRE,10
63080,ICMP,1
63760,ESP,1
18349,ICMP,1
54778,UDP,1
7746,TCP,1
21844,ICMP,1
54439,ICMP,1
635,UDP,7
646,TCP,10
502,UDP,16
513,TCP,8
768,UDP,7
779,TCP,10
28605,AH,1
808,IPv6,13
269,ESP,4
136,ESP,10
64847,AH,1
117,GRE,15
425,ICMP,8
558,ICMP,8
33861,ICMPv6,1
30448,TCP,1
40323,IPv6,1
26742,ICMP,1
58265,ICMP,1
514,TCP,12
503,UDP,8
61786,ICMP,1
53102,ICMP,1
424,ICMP,8
55324,GRE,1
769,UDP,13
636,UDP,10
647,TCP,12
807,IPv6,10
137,ESP,15
62306,ESP,1
118,GRE,8
1327,OSPF,1
59462,ICMP,1
557,ICMP,9
2224,AH,1
26646,ICMPv6,1
1023,AH,8
59975,IPv6,1
65174,GRE,1
33511,GRE,1
24038,GRE,1
43564,OSPF,1
36363,ICMPv6,1
637,UDP,7
648,TCP,9
59059,AH,1
504,UDP,7
515,TCP,10
138,ESP,6
41090,GRE,1
119,GRE,6
26152,IPv6,1
63295,UDP,1
55631,ICMP,1
427,ICMP,5
57628,AH,1
63630,ESP,1
33510,GRE,1
27184,UDP,1
62565,ESP,1
1024,AH,15
64798,IPv6,1
6407,UDP,1
61905,IPv6,1
505,UDP,12
516,TCP,13
139,ESP,5
58645,IPv6,1
49887,ICMP,1
50591,AH,1
809,IPv6,12
25104,GRE,1
426,ICMP,6
649,TCP,7
638,UDP,14
559,ICMP,6
59243,ICMPv6,1
1021,AH,6
19102,GRE,1
52719,ESP,1
32893,ICMP,1
23528,IPv6,1
64152,ICMP,1
57855,GRE,1
429,ICMP,13
59153,GRE,1
639,UDP,7
517,TCP,11
506,UDP,7
65195,ESP,1
1022,AH,6
63469,IPv6,1
37552,OSPF,1
1155,AH,1
33660,ESP,1
60709,IPv6,1
64374,TCP,1
19675,ICMP,1
61657,ICMP,1
25448,ICMPv6,1
23825,ESP,1
56115,IPv6,1
59681,TCP,1
45791,AH,1
507,UDP,8
518,TCP,8
428,ICMP,8
51945,ICMP,1
13478,ICMPv6,1
55239,AH,1
1001,ESP,10
64173,OSPF,1
17031,OSPF,1
59366,ICMPv6,1
55417,ICMPv6,1
519,TCP,13
508,UDP,5
26305,GRE,1
1002,ESP,10
26967,TCP,1
56439,AH,1
7066,IPv6,1
50955,UDP,1
61545,OSPF,1
51787,ESP,1
14799,OSPF,1
57813,ICMPv6,1
509,UDP,15
34923,ICMPv6,1
2963,UDP,1
65370,OSPF,1
48513,UDP,1
37689,ICMPv6,1
61547,OSPF,1
35017,OSPF,1
581,OSPF,8
49626,ICMP,1
49759,ICMP,1
9813,OSPF,1
39771,AH,1
62746,OSPF,1
13952,IPv6,1
20672,OSPF,1
53065,GRE,1
59161,GRE,1
30878,IPv6,1
280,AH,11
1,GRE,8
64973,AH,1
1000,ESP,14
580,OSPF,11
49987,TCP,1
54038,AH,1
2597,ESP,1
16810,ICMPv6,1
60217,OSPF,1
8091,UDP,1
8001,IPv6,1
21740,OSPF,1
55354,ESP,1
2,GRE,10
1019,AH,12
281,AH,7
59062,AH,1
54533,TCP,2
49842,UDP,1
49975,UDP,1
38445,AH,1
592,ICMPv6,8
450,OSPF,8
57810,ICMPv6,1
583,OSPF,10
19629,TCP,1
53149,ICMPv6,1
55997,TCP,1
3,GRE,14
282,AH,13
55186,IPv6,1
591,ICMPv6,10
51058,UDP,1
64185,ICMPv6,1
582,OSPF,11
39778,AH,1
26028,IPv6,1
12276,ICMPv6,1
44607,ICMP,1
4307,IPv6,1
59499,OSPF,1
4390,UDP,1
2882,ICMP,1
4,GRE,10
30128,OSPF,1
1017,AH,9
150,AH,10
60357,ICMPv6,1
283,AH,16
45514,ESP,1
590,ICMPv6,6
26029,IPv6,1
585,OSPF,14
452,OSPF,7
44737,ICMP,1
54154,ESP,1
5258,ICMP,1
8133,IPv6,2
61199,IPv6,1
52178,ICMP,1
29889,IPv6,1
5,GRE,8
10355,IPv6,1
56737,OSPF,1
37548,OSPF,1
45515,ESP,1
1018,AH,13
151,AH,6
284,AH,10
584,OSPF,12
57935,OSPF,1
451,OSPF,15
56092,TCP,1
56874,ICMPv6,1
6,GRE,9
64809,GRE,1
32625,ICMP,1
48122,GRE,1
50517,ICMPv6,1
63919,ICMP,1
152,AH,11
52914,ICMPv6,1
285,AH,6
28007,TCP,1
49982,TCP,1
330,ICMPv6,14
15439,AH,1
46957,GRE,1
596,ICMPv6,11
463,ICMPv6,4
321,OSPF,9
454,OSPF,11
10189,UDP,1
22942,OSPF,1
4015,TCP,1
587,OSPF,15
52869,AH,1
61493,ESP,1
7,GRE,5
50518,ICMPv6,1
45043,UDP,1
153,AH,12
286,AH,8
54203,OSPF,1
462,ICMPv6,7
51668,AH,1
51535,AH,1
61670,OSPF,1
595,ICMPv6,12
52912,ICMPv6,1
453,OSPF,9
51402,AH,1
586,OSPF,7
320,OSPF,13
50872,ICMP,1
287,AH,5
8,GRE,7
2716,TCP,1
60275,GRE,1
50519,ICMPv6,1
59060,AH,1
6213,OSPF,1
55050,IPv6,1
51484,IPv6,1
13311,ICMP,1
154,AH,9
45179,UDP,1
44999,ICMP,1
594,ICMPv6,6
461,ICMPv6,9
16294,TCP,1
1008,ESP,4
4146,TCP,1
49584,GRE,1
323,OSPF,7
589,OSPF,11
456,OSPF,12
54164,AH,1
155,AH,9
288,AH,11
26829,UDP,1
9,GRE,7
53191,GRE,1
38094,UDP,1
13666,TCP,1
380,GRE,12
13522,UDP,1
59192,AH,1
36410,TCP,1
2717,TCP,1
460,ICMPv6,9
49225,AH,1
33826,ICMP,1
593,ICMPv6,9
1009,ESP,9
322,OSPF,11
588,OSPF,11
455,OSPF,18
39462,IPv6,1
61246,AH,1
156,AH,15
50453,ESP,1
289,AH,6
14103,AH,1
80,TCP,14
16450,IPv6,1
60292,ESP,1
334,ICMPv6,21
1006,ESP,16
201,ICMPv6,10
381,GRE,6
467,ICMPv6,11
325,OSPF,12
458,OSPF,10
61471,GRE,1
64109,TCP,1
51632,GRE,1
48596,ICMPv6,1
157,AH,13
12889,IPv6,1
70,UDP,10
81,TCP,8
37232,ESP,1
200,ICMPv6,7
39764,ESP,1
52966,GRE,1
466,ICMPv6,5
20548,OSPF,1
333,ICMPv6,9
599,ICMPv6,10
382,GRE,6
1007,ESP,11
457,OSPF,10
52384,UDP,1
324,OSPF,18
22643,AH,1
61378,AH,1
158,AH,8
3666,ESP,1
82,TCP,6
71,UDP,10
691,ICMP,9
1003,ESP,12
941,IPv6,11
43612,UDP,1
332,ICMPv6,7
383,GRE,5
598,ICMPv6,11
465,ICMPv6,10
250,GRE,11
53061,GRE,1
15250,IPv6,1
52687,IPv6,1
327,OSPF,11
9942,OSPF,1
270,ESP,13
4712,GRE,1
159,AH,11
72,UDP,17
83,TCP,13
780,TCP,5
1004,ESP,10
690,ICMP,11
49354,AH,1
940,IPv6,12
50302,GRE,1
52910,ICMPv6,1
464,ICMPv6,10
331,ICMPv6,8
22945,OSPF,1
597,ICMPv6,12
384,GRE,15
251,GRE,9
1005,ESP,8
51785,ESP,1
3799,ESP,1
52393,TCP,1
326,OSPF,9
56562,AH,1
55665,OSPF,1
459,OSPF,8
53004,OSPF,1
44942,UDP,1
31907,OSPF,1
7691,OSPF,1
73,UDP,10
84,TCP,9
50333,TCP,1
25023,ICMP,1
27630,UDP,1
27763,UDP,1
781,TCP,11
770,UDP,9
58466,AH,1
30650,ESP,1
49599,UDP,1
943,IPv6,8
810,IPv6,9
48849,GRE,1
271,ESP,10
62130,ICMPv6,1
57437,OSPF,1
35382,IPv6,1
385,GRE,16
252,GRE,10
560,ICMP,11
693,ICMP,6
338,ICMPv6,8
205,ICMPv6,10
54456,IPv6,1
48268,UDP,1
25814,GRE,1
329,OSPF,9
57579,ICMPv6,1
37174,ICMPv6,1
37962,AH,1
53096,TCP,1
45428,ICMP,1
74,UDP,10
85,TCP,14
782,TCP,6
771,UDP,3
942,IPv6,4
272,ESP,9
26431,UDP,1
59350,IPv6,1
386,GRE,12
253,GRE,6
692,ICMP,8
120,GRE,7
204,ICMPv6,8
337,ICMPv6,6
53617,ICMPv6,1
328,OSPF,22
86,TCP,12
75,UDP,14
50335,TCP,1
50376,ICMP,1
772,UDP,12
650,TCP,6
783,TCP,10
273,ESP,10
47078,TCP,1
140,ESP,6
387,GRE,4
26563,UDP,1
254,GRE,7
945,IPv6,12
121,GRE,5
812,IPv6,9
31960,GRE,1
203,ICMPv6,5
336,ICMPv6,11
562,ICMP,4
30181,UDP,1
60473,IPv6,1
63587,OSPF,1
695,ICMP,4
61057,OSPF,1
469,ICMPv6,11
61195,ICMPv6,1
59401,AH,1
57137,AH,1
76,UDP,8
87,TCP,9
25232,UDP,1
30763,GRE,1
55524,IPv6,1
52851,UDP,1
51957,IPv6,1
640,UDP,11
651,TCP,8
58203,AH,1
811,IPv6,9
274,ESP,11
141,ESP,7
49341,TCP,1
32193,GRE,1
388,GRE,10
255,GRE,9
57438,OSPF,1
122,GRE,11
944,IPv6,10
773,UDP,9
784,TCP,4
51665,TCP,1
561,ICMP,9
49259,ICMP,1
468,ICMPv6,9
694,ICMP,9
53970,ICMP,1
202,ICMPv6,11
335,ICMPv6,13
55834,AH,1
48276,TCP,1
57363,GRE,1
29858,ICMPv6,1
88,TCP,12
77,UDP,8
6194,AH,1
58649,ICMPv6,1
27682,ICMP,1
52205,GRE,1
275,ESP,9
142,ESP,10
56102,OSPF,1
60092,ICMP,1
564,ICMP,14
256,GRE,12
50019,ICMPv6,1
947,IPv6,9
28573,GRE,1
697,ICMP,13
814,IPv6,9
123,GRE,9
641,UDP,7
652,TCP,14
785,TCP,9
774,UDP,12
431,ICMP,15
35569,AH,1
31733,AH,1
209,ICMPv6,1
389,GRE,17
78,UDP,11
89,TCP,3
58766,OSPF,1
46316,GRE,1
276,ESP,5
36635,AH,1
11897,OSPF,1
143,ESP,8
48844,GRE,1
60093,ICMP,1
32625,IPv6,1
696,ICMP,10
946,IPv6,5
124,GRE,7
60838,ICMPv6,1
59660,AH,1
53800,TCP,2
813,IPv6,7
10496,GRE,1
642,UDP,10
653,TCP,11
520,TCP,7
775,UDP,10
786,TCP,17
430,ICMP,10
563,ICMP,12
63331,ICMPv6,1
55099,GRE,1
208,ICMPv6,11
59964,OSPF,1
257,GRE,8
79,UDP,6
277,ESP,7
49816,AH,1
144,ESP,5
433,ICMP,14
300,ICMP,14
566,ICMP,6
699,ICMP,10
521,TCP,4
510,UDP,10
59716,ICMPv6,1
37781,IPv6,1
643,UDP,8
776,UDP,9
949,IPv6,13
654,TCP,16
816,IPv6,6
787,TCP,7
38232,OSPF,1
207,ICMPv6,5
55950,ESP,1
57573,ICMPv6,1
53534,GRE,1
46964,UDP,1
37172,ICMPv6,1
258,GRE,8
125,GRE,5
64787,OSPF,1
278,ESP,8
145,ESP,10
49948,AH,1
4936,OSPF,1
788,TCP,11
815,IPv6,7
777,UDP,9
432,ICMP,12
565,ICMP,5
698,ICMP,4
55039,OSPF,1
56690,TCP,1
948,IPv6,12
644,UDP,5
655,TCP,8
522,TCP,16
511,UDP,9
23818,TCP,1
63024,AH,1
339,ICMPv6,7
206,ICMPv6,11
35611,ICMPv6,1
61543,IPv6,1
46976,TCP,1
259,GRE,7
126,GRE,12
28033,IPv6,1
27139,ESP,1
55962,AH,1
146,ESP,14
43407,IPv6,1
778,UDP,6
656,TCP,13
645,UDP,13
789,TCP,9
435,ICMP,8
302,ICMP,4
1573,ICMP,1
8954,TCP,1
818,IPv6,9
523,TCP,13
512,UDP,6
48090,ICMPv6,1
279,ESP,8
52234,AH,1
568,ICMP,11
62909,ESP,1
127,GRE,9
7879,UDP,1
29536,ESP,1
30481,IPv6,1
52460,GRE,1
14884,IPv6,1
4907,ICMP,1
14580,UDP,1
657,TCP,9
646,UDP,10
301,ICMP,14
513,UDP,4
524,TCP,7
779,UDP,11
54935,OSPF,1
434,ICMP,7
567,ICMP,18
8558,GRE,1
52677,ICMPv6,1
1000,GRE,7
817,IPv6,8
147,ESP,5
128,GRE,9
64626,ICMP,1
14012,ICMPv6,1
13739,AH,1
60527,AH,1
56499,OSPF,1
514,UDP,8
525,TCP,11
658,TCP,9
647,UDP,6
37098,GRE,1
148,ESP,6
129,GRE,8
437,ICMP,10
304,ICMP,14
14064,GRE,1
32115,ICMP,1
60770,ESP,1
56498,OSPF,1
659,TCP,13
303,ICMP,5
648,UDP,11
33290,AH,1
526,TCP,16
515,UDP,14
819,IPv6,7
149,ESP,10
569,ICMP,16
436,ICMP,10
61183,OSPF,1
50752,IPv6,1
53606,OSPF,1
5290,OSPF,1
41855,ICMP,1
516,UDP,10
527,TCP,9
29198,UDP,1
46298,IPv6,1
649,UDP,10
10237,GRE,1
439,ICMP,7
39089,IPv6,1
306,ICMP,14
9804,ICMP,1
60657,AH,1
45597,ICMPv6,1
8447,ESP,1
51792,TCP,1
37495,TCP,1
46297,IPv6,1
29199,UDP,1
305,ICMP,8
517,UDP,7
528,TCP,12
438,ICMP,14
36022,UDP,1
42615,GRE,1
43365,UDP,1
50009,OSPF,1
45931,IPv6,1
51570,ICMP,1
10926,IPv6,1
60955,OSPF,1
308,ICMP,4
529,TCP,10
518,UDP,4
50755,IPv6,1
42616,GRE,1
38113,ICMPv6,1
36289,UDP,1
1473,ICMPv6,1
39881,UDP,1
51398,GRE,1
307,ICMP,6
519,UDP,8
41695,ESP,1
1013,ESP,6
49163,ICMPv6,2
65510,GRE,1
7371,ESP,1
591,OSPF,11
62310,TCP,1
41095,UDP,1
6172,ESP,1
18626,AH,1
14231,ICMP,1
14747,IPv6,1
290,AH,14
32207,TCP,1
62578,TCP,1
26254,OSPF,1
1014,ESP,13
22074,IPv6,1
590,OSPF,11
64841,TCP,1
309,ICMP,14
61499,UDP,1
57507,TCP,1
7307,ICMPv6,1
14455,TCP,1
58615,ICMP,1
51473,OSPF,1
291,AH,13
38846,IPv6,1
1011,ESP,4
63115,GRE,1
460,OSPF,13
593,OSPF,6
64332,ESP,1
31729,ESP,1
61110,TCP,1
65233,IPv6,1
60928,ICMP,1
59527,ESP,1
1012,ESP,11
292,AH,9
8627,OSPF,1
41985,ICMP,1
20920,GRE,1
40992,UDP,1
592,OSPF,9
55828,ESP,1
64843,TCP,1
42611,GRE,1
49157,OSPF,1
23502,ICMPv6,1
52683,ICMPv6,1
22124,AH,1
40341,GRE,1
33402,TCP,1
63502,UDP,1
21498,ICMPv6,1
160,AH,10
63425,ICMP,1
293,AH,8
63558,ICMP,1
62195,ESP,1
60043,TCP,1
471,ICMPv6,7
1786,TCP,1
64201,ESP,1
595,OSPF,12
64700,UDP,1
24524,AH,1
15781,TCP,1
462,OSPF,13
49158,OSPF,1
48802,ICMPv6,1
57757,UDP,1
41315,AH,1
63503,UDP,1
161,AH,16
294,AH,14
60297,UDP,1
1010,ESP,8
470,ICMPv6,6
461,OSPF,8
48192,ICMP,1
12648,ESP,1
34998,TCP,1
594,OSPF,9
37929,GRE,1
59654,ESP,1
50895,IPv6,1
23628,OSPF,1
23273,IPv6,1
49774,IPv6,1
64318,GRE,1
7610,UDP,1
63504,UDP,1
65516,GRE,1
162,AH,12
295,AH,9
464,OSPF,3
597,OSPF,8
61717,AH,1
331,OSPF,15
2587,GRE,1
163,AH,18
41542,GRE,1
296,AH,13
31708,GRE,1
58326,ESP,1
330,OSPF,15
46539,ICMPv6,1
596,OSPF,10
463,OSPF,8
22566,ICMPv6,1
9620,GRE,1
62908,ESP,1
49643,IPv6,1
16329,GRE,1
49776,IPv6,1
56566,TCP,1
164,AH,9
21043,ESP,1
297,AH,7
21542,UDP,1
59051,UDP,1
475,ICMPv6,8
56300,TCP,1
60829,ICMPv6,1
342,ICMPv6,11
4572,IPv6,1
333,OSPF,10
200,OSPF,8
599,OSPF,11
466,OSPF,7
55234,TCP,1
298,AH,14
20223,TCP,1
57255,ESP,1
64524,ICMPv6,1
390,GRE,16
52606,TCP,2
20927,GRE,1
54915,ICMP,2
54624,ESP,1
165,AH,10
32332,TCP,1
341,ICMPv6,14
63447,OSPF,1
474,ICMPv6,12
65361,IPv6,1
23686,GRE,1
332,OSPF,9
465,OSPF,8
57236,GRE,1
598,OSPF,13
5157,OSPF,1
59406,AH,1
63890,UDP,1
57542,ICMP,1
166,AH,11
299,AH,8
54889,ESP,1
64658,ICMPv6,1
55365,TCP,1
54604,GRE,1
62999,IPv6,1
90,TCP,6
391,GRE,8
2406,ICMPv6,1
32000,OSPF,1
56435,TCP,1
473,ICMPv6,12
340,ICMPv6,7
61107,UDP,1
57237,GRE,1
468,OSPF,5
7699,ICMPv6,1
65412,AH,1
202,OSPF,11
335,OSPF,10
35861,OSPF,1
167,AH,5
64646,OSPF,1
33650,UDP,1
49908,GRE,1
91,TCP,10
80,UDP,13
62561,UDP,1
472,ICMPv6,13
3926,TCP,1
201,OSPF,9
392,GRE,5
61106,UDP,1
44240,OSPF,1
334,OSPF,12
49907,GRE,1
467,OSPF,10
57124,ESP,1
168,AH,4
20226,TCP,1
58581,ESP,1
58204,AH,1
62868,IPv6,1
81,UDP,16
92,TCP,4
64032,IPv6,1
56341,ICMP,1
15778,UDP,1
951,IPv6,7
8890,ICMPv6,1
33599,OSPF,1
479,ICMPv6,10
346,ICMPv6,13
393,GRE,8
1018,ESP,10
213,ICMPv6,14
260,GRE,15
337,OSPF,10
204,OSPF,13
3529,GRE,1
280,ESP,5
169,AH,8
24834,ICMPv6,1
950,IPv6,9
4806,ICMPv6,1
82,UDP,9
93,TCP,8
56034,GRE,1
56473,ICMP,2
62601,IPv6,1
60339,IPv6,2
54911,ICMP,1
790,TCP,10
65190,UDP,1
394,GRE,12
345,ICMPv6,5
56685,UDP,1
1019,ESP,10
212,ICMPv6,9
261,GRE,10
3547,ESP,1
478,ICMPv6,7
336,OSPF,10
469,OSPF,12
59668,AH,1
203,OSPF,11
57498,GRE,1
23424,GRE,1
57316,ICMPv6,1
27589,OSPF,1
63262,ESP,1
65498,IPv6,1
281,ESP,9
57751,UDP,1
83,UDP,7
94,TCP,5
60049,TCP,1
19776,IPv6,1
46705,TCP,1
791,TCP,9
780,UDP,9
49649,IPv6,1
1015,ESP,5
570,ICMP,12
56726,IPv6,1
953,IPv6,11
820,IPv6,10
19826,AH,1
211,ICMPv6,16
477,ICMPv6,9
344,ICMPv6,9
1016,ESP,14
395,GRE,11
262,GRE,7
28794,ICMPv6,1
23731,ICMP,1
21548,UDP,1
61405,IPv6,1
59841,ICMPv6,1
48125,UDP,1
339,OSPF,12
206,OSPF,12
65071,TCP,1
65060,UDP,1
48857,ESP,1
95,TCP,11
84,UDP,5
62736,IPv6,1
792,TCP,10
781,UDP,9
60037,UDP,1
63112,GRE,1
56554,UDP,1
282,ESP,8
952,IPv6,10
210,ICMPv6,13
396,GRE,11
343,ICMPv6,7
56432,TCP,1
58960,TCP,1
1017,ESP,8
263,GRE,9
476,ICMPv6,8
130,GRE,10
32885,IPv6,1
205,OSPF,5
61023,ICMP,1
61102,UDP,1
26581,TCP,1
338,OSPF,15
2544,OSPF,1
96,TCP,12
85,UDP,4
52851,TCP,1
46727,TCP,1
660,TCP,5
793,TCP,6
782,UDP,9
822,IPv6,14
283,ESP,8
58633,ICMPv6,1
56369,ICMPv6,1
150,ESP,10
955,IPv6,5
264,GRE,10
57425,OSPF,1
397,GRE,7
131,GRE,11
572,ICMP,11
24047,UDP,1
25826,GRE,1
55958,AH,1
217,ICMPv6,6
208,OSPF,10
35577,AH,1
64470,AH,1
52762,ICMP,1
86,UDP,8
97,TCP,9
62241,OSPF,1
794,TCP,10
783,UDP,9
650,UDP,6
661,TCP,12
284,ESP,10
954,IPv6,11
821,IPv6,13
151,ESP,11
58501,ICMPv6,1
398,GRE,7
265,GRE,15
56973,IPv6,1
132,GRE,7
571,ICMP,8
50617,IPv6,1
349,ICMPv6,13
54578,IPv6,1
216,ICMPv6,11
51698,ICMP,1
53521,GRE,1
207,OSPF,3
98,TCP,7
87,UDP,13
55082,GRE,1
45527,TCP,1
662,TCP,10
651,UDP,10
49629,IPv6,1
285,ESP,11
152,ESP,13
36511,AH,1
957,IPv6,10
399,GRE,7
266,GRE,9
824,IPv6,11
133,GRE,11
784,UDP,8
795,TCP,10
215,ICMPv6,9
29075,UDP,1
574,ICMP,8
441,ICMP,12
348,ICMPv6,10
57432,ICMPv6,1
99,TCP,12
88,UDP,6
53608,ICMPv6,1
58889,OSPF,1
50311,UDP,2
530,TCP,6
4944,OSPF,1
286,ESP,9
153,ESP,5
267,GRE,9
134,GRE,9
26585,TCP,1
956,IPv6,10
823,IPv6,11
214,ICMPv6,14
440,ICMP,10
785,UDP,15
663,TCP,11
796,TCP,5
652,UDP,6
347,ICMPv6,11
54314,IPv6,1
573,ICMP,8
60462,IPv6,1
56671,UDP,1
50748,IPv6,1
209,OSPF,10
52177,IPv6,1
55771,IPv6,1
58450,AH,1
89,UDP,7
52212,ESP,1
55484,TCP,1
52501,ICMP,1
287,ESP,17
154,ESP,13
28538,ICMPv6,1
49474,UDP,1
19479,TCP,1
826,IPv6,9
135,GRE,8
443,ICMP,13
576,ICMP,9
664,TCP,17
653,UDP,8
35398,IPv6,1
531,TCP,11
520,UDP,9
51523,TCP,1
797,TCP,12
959,IPv6,14
786,UDP,10
310,ICMP,9
40691,OSPF,1
57563,ICMPv6,1
5045,OSPF,1
57430,ICMPv6,1
